PMID,Sentence,Found Terms,Classification
39119355,"While most clonal expansions of mutant cells are generally considered to be asymptomatic since they do not impact overall blood cell numbers, CH carriers face long-term risks of all-cause mortality and age-associated diseases, including cardiovascular disease and hematological malignancies.",Cardiovascular Diseases,LABEL_0
39119355,"While most clonal expansions of mutant cells are generally considered to be asymptomatic since they do not impact overall blood cell numbers, CH carriers face long-term risks of all-cause mortality and age-associated diseases, including cardiovascular disease and hematological malignancies.",Asymptomatic Diseases,LABEL_1
39119355,"While most clonal expansions of mutant cells are generally considered to be asymptomatic since they do not impact overall blood cell numbers, CH carriers face long-term risks of all-cause mortality and age-associated diseases, including cardiovascular disease and hematological malignancies.",Asymptomatic Diseases,LABEL_0
39119355,"While considerable research has focused on understanding the association between CH and these diseases, less attention has been given to exploring the regulatory factors that contribute to the expansion of the driver gene clone.",Attention,LABEL_0
39118948,"Cardiovascular diseases (CVDs), particularly stroke and myocardial infarction (MI) contributed to the leading cause of death annually among the chronic diseases globally.",Cardiovascular Diseases,LABEL_0
39118948,"Cardiovascular diseases (CVDs), particularly stroke and myocardial infarction (MI) contributed to the leading cause of death annually among the chronic diseases globally.",Myocardial Infarction,LABEL_0
39118948,"Cardiovascular diseases (CVDs), particularly stroke and myocardial infarction (MI) contributed to the leading cause of death annually among the chronic diseases globally.",Myocardial Infarction,LABEL_0
39115983,The intraoperative relaxed muscle positioning (IRMP) technique for strabismus surgery in thyroid eye disease (TED) involves recessing muscles' insertions to positions where they rest without tension.,Disease,LABEL_0
39115983,The intraoperative relaxed muscle positioning (IRMP) technique for strabismus surgery in thyroid eye disease (TED) involves recessing muscles' insertions to positions where they rest without tension.,Strabismus,LABEL_0
39114756,"Despite the emergence of atezolizumab and bevacizumab (A + B) as standard first-line systemic therapy for unresectable hepatocellular carcinoma (HCC), a comprehensive understanding of the clinical significance of immune-related adverse events (irAEs) remains limited.",Carcinoma,LABEL_0
39114756,"Despite the emergence of atezolizumab and bevacizumab (A + B) as standard first-line systemic therapy for unresectable hepatocellular carcinoma (HCC), a comprehensive understanding of the clinical significance of immune-related adverse events (irAEs) remains limited.",Carcinoma,LABEL_1
39114756,"Despite the emergence of atezolizumab and bevacizumab (A + B) as standard first-line systemic therapy for unresectable hepatocellular carcinoma (HCC), a comprehensive understanding of the clinical significance of immune-related adverse events (irAEs) remains limited.",Carcinoma,LABEL_0
39114756,"Despite the emergence of atezolizumab and bevacizumab (A + B) as standard first-line systemic therapy for unresectable hepatocellular carcinoma (HCC), a comprehensive understanding of the clinical significance of immune-related adverse events (irAEs) remains limited.",Carcinoma,LABEL_1
39109852,Role of NLRP3 Inflammasomes in Neurodegenerative Diseases.,Neurodegenerative Diseases,LABEL_0
39109852,Large-scale neuronal degeneration in the human brain is a hallmark of neurodegenerative diseases.,Brain Diseases,LABEL_1
39109827,Artificial Intelligence in Stroke Imaging: A Comprehensive Review.,Stroke,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Carcinoma,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Liver Cirrhosis,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Liver Cirrhosis,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Liver Cirrhosis,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Carcinoma,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Hepatocellular,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Hepatocellular,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Fibrosis,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Fibrosis,LABEL_0
39109811,"Hepatocellular carcinoma, cirrhosis, fibrosis, steatosis, and steatohepatitis are among the liver illnesses caused by alcohol.",Fibrosis,LABEL_0
39108323,"It is unknown, however, whether individual differences in the temporal dynamics of rumination over time predict longitudinal increases in depression or anxiety.",Depression,LABEL_0
39104683,"Different physiological measures such as Electroencephalography (EEG), Functional Magnetic Resonance Imaging, Functional near-infrared spectroscopy, respiratory activity, and eye activity are efficiently used to estimate workload levels with the help of machine learning or deep learning techniques.",Magnetic Resonance Imaging,LABEL_0
39104683,"Different physiological measures such as Electroencephalography (EEG), Functional Magnetic Resonance Imaging, Functional near-infrared spectroscopy, respiratory activity, and eye activity are efficiently used to estimate workload levels with the help of machine learning or deep learning techniques.",Spectroscopy,LABEL_0
39104683,"Different physiological measures such as Electroencephalography (EEG), Functional Magnetic Resonance Imaging, Functional near-infrared spectroscopy, respiratory activity, and eye activity are efficiently used to estimate workload levels with the help of machine learning or deep learning techniques.",Near-Infrared,LABEL_0
39104683,"Different physiological measures such as Electroencephalography (EEG), Functional Magnetic Resonance Imaging, Functional near-infrared spectroscopy, respiratory activity, and eye activity are efficiently used to estimate workload levels with the help of machine learning or deep learning techniques.",Electroencephalography,LABEL_0
39104670,The ISI distribution obtained from the FHN system is investigated to relate the real electromyography (EMG) measurements under different conditions such as myokymia and neuromyotonia.,Myokymia,LABEL_1
39104670,The ISI distribution obtained from the FHN system is investigated to relate the real electromyography (EMG) measurements under different conditions such as myokymia and neuromyotonia.,Electromyography,LABEL_1
39104670,The ISI distribution obtained from the FHN system is investigated to relate the real electromyography (EMG) measurements under different conditions such as myokymia and neuromyotonia.,Electromyography,LABEL_1
39104622,"In an effort to develop novel BoNT type A (BoNT/A) immunotherapeutics, sorted by flow cytometry plasmablasts and activated memory B cells from a donor repeatedly injected with BoNT/A for aesthetic botulinum therapy could be used due to obtain hybridomas producing native antibodies.",Flow Cytometry,LABEL_0
39101057,Zero-shot Learning with Minimum Instruction to Extract Social Determinants and Family History from Clinical Notes using GPT Model.,Social Learning,LABEL_0
39101057,Zero-shot Learning with Minimum Instruction to Extract Social Determinants and Family History from Clinical Notes using GPT Model.,Social Learning,LABEL_1
39101057,Zero-shot Learning with Minimum Instruction to Extract Social Determinants and Family History from Clinical Notes using GPT Model.,Learning,LABEL_0
39100705,Causal Association of Arterial Stiffness With the Risk of Chronic Kidney Disease.,Association,LABEL_0
39100705,Causal Association of Arterial Stiffness With the Risk of Chronic Kidney Disease.,Association,LABEL_0
39100705,Causal Association of Arterial Stiffness With the Risk of Chronic Kidney Disease.,Chronic Disease,LABEL_0
39099580,"Research linking SL and literacy has not addressed children who first learn to read in their second language (L2), common in primary schools worldwide.",Language,LABEL_0
39099580,"Although this finding may suggest a role of SL in emergent L2 skills, it underscores the need to include L2 acquisition contexts in literacy research.",Role,LABEL_0
39099580,"Although this finding may suggest a role of SL in emergent L2 skills, it underscores the need to include L2 acquisition contexts in literacy research.",Literacy,LABEL_1
39081982,"Behavioral and Psychological Symptoms of Dementia (BPSD) are a heterogeneous set of psychological and behavioral abnormalities seen in persons with dementia (PwD), significantly impacting their quality of life and that of their caregivers.",Behavioral Symptoms,LABEL_1
39081982,"Behavioral and Psychological Symptoms of Dementia (BPSD) are a heterogeneous set of psychological and behavioral abnormalities seen in persons with dementia (PwD), significantly impacting their quality of life and that of their caregivers.",Behavioral Symptoms,LABEL_0
39081982,"Behavioral and Psychological Symptoms of Dementia (BPSD) are a heterogeneous set of psychological and behavioral abnormalities seen in persons with dementia (PwD), significantly impacting their quality of life and that of their caregivers.",Dementia,LABEL_0
39081982,"Behavioral and Psychological Symptoms of Dementia (BPSD) are a heterogeneous set of psychological and behavioral abnormalities seen in persons with dementia (PwD), significantly impacting their quality of life and that of their caregivers.",Dementia,LABEL_0
39081975,"Using participatory research to co-produce an education and training e-resource to support care home staff to meet the sexuality, intimacy and relationship needs of care home residents with and without dementia.",Dementia,LABEL_1
39077102,To develop and validate a nomogram prediction model for assessing the risk of major adverse cardiovascular and cerebrovascular events (MACCE) in patients with nonvalvular atrial fibrillation (NVAF) and heart failure with preserved ejection fraction (HFpEF) within one year of discharge.,Heart Failure,LABEL_1
39077102,To develop and validate a nomogram prediction model for assessing the risk of major adverse cardiovascular and cerebrovascular events (MACCE) in patients with nonvalvular atrial fibrillation (NVAF) and heart failure with preserved ejection fraction (HFpEF) within one year of discharge.,Heart Failure,LABEL_0
39077102,To develop and validate a nomogram prediction model for assessing the risk of major adverse cardiovascular and cerebrovascular events (MACCE) in patients with nonvalvular atrial fibrillation (NVAF) and heart failure with preserved ejection fraction (HFpEF) within one year of discharge.,Atrial Fibrillation,LABEL_1
39077102,To develop and validate a nomogram prediction model for assessing the risk of major adverse cardiovascular and cerebrovascular events (MACCE) in patients with nonvalvular atrial fibrillation (NVAF) and heart failure with preserved ejection fraction (HFpEF) within one year of discharge.,Atrial Fibrillation,LABEL_0
39077098,Biomechanical Evaluation of Mitral Valve Repair: Virtual Chordal Transposition to Restore Anterior Leaflet Prolapse.,Prolapse,LABEL_0
39077098,Biomechanical Evaluation of Mitral Valve Repair: Virtual Chordal Transposition to Restore Anterior Leaflet Prolapse.,Mitral Valve Prolapse,LABEL_0
39077098,Biomechanical Evaluation of Mitral Valve Repair: Virtual Chordal Transposition to Restore Anterior Leaflet Prolapse.,Mitral Valve Prolapse,LABEL_0
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Disease,LABEL_0
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Disease,LABEL_0
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Disease,LABEL_1
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Death,LABEL_1
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Atherosclerosis,LABEL_1
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Atherosclerosis,LABEL_0
39077097,"Atherosclerosis, the key pathogenesis of cardiovascular disease, is a leading cause of death and disability worldwide.",Atherosclerosis,LABEL_1
39077096,The Effectiveness of the Smartphone-Based WeChat Platform on Reducing Time to Diagnosis and Treatment of ST-segment Elevation Myocardial Infarction.,Diagnosis,LABEL_0
39077096,This study evaluated the effectiveness of the smartphone-based WeChat platform in reducing the ischemia time of ST-segment elevation myocardial infarction (STEMI).,Myocardial Ischemia,LABEL_0
39077096,This study evaluated the effectiveness of the smartphone-based WeChat platform in reducing the ischemia time of ST-segment elevation myocardial infarction (STEMI).,Ischemia,LABEL_0
39077095,Percutaneous left atrial appendage closure (LAAC) has been established in clinical practice as an attractive alternative to oral anticoagulation for preventing stroke in patients with atrial fibrillation and high bleeding risk.,Atrial Fibrillation,LABEL_0
39077095,Percutaneous left atrial appendage closure (LAAC) has been established in clinical practice as an attractive alternative to oral anticoagulation for preventing stroke in patients with atrial fibrillation and high bleeding risk.,Atrial Fibrillation,LABEL_0
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,Fibrinolysis,LABEL_0
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,Fibrinolysis,LABEL_0
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,No-Reflow Phenomenon,LABEL_0
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,No-Reflow Phenomenon,LABEL_1
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,No-Reflow Phenomenon,LABEL_0
39077094,Pathophysiology and Treatment of the No-Reflow Phenomenon in ST-Segment Elevation Myocardial Infarction: Focus on Low-Dose Fibrinolysis during Primary Percutaneous Intervention.,No-Reflow Phenomenon,LABEL_0
39077094,"A recent and innovative therapeutic approach gaining attention is low-dose fibrinolysis during primary PCI, which offers the potential to augment coronary flow post-myocardial revascularization.",Attention,LABEL_0
39077092,Effect of Antiplatelet Agents on Abdominal Aortic Aneurysm Process: A Systematic Review and Meta-Analysis.,Aneurysm,LABEL_0
39077092,Effect of Antiplatelet Agents on Abdominal Aortic Aneurysm Process: A Systematic Review and Meta-Analysis.,Aortic Aneurysm,LABEL_0
39077091,"Furthermore, the widespread adoption of atrial late gadolinium enhancement cardiac magnetic resonance (CMR) imaging and the ongoing refinement of invasive voltage mapping techniques have allowed for detailed assessment of fibrotic remodelling prior to or at the time of procedure.",Magnetic Resonance Imaging,LABEL_0
39077091,"Furthermore, the widespread adoption of atrial late gadolinium enhancement cardiac magnetic resonance (CMR) imaging and the ongoing refinement of invasive voltage mapping techniques have allowed for detailed assessment of fibrotic remodelling prior to or at the time of procedure.",Magnetic Resonance Imaging,LABEL_0
39077091,"Furthermore, the widespread adoption of atrial late gadolinium enhancement cardiac magnetic resonance (CMR) imaging and the ongoing refinement of invasive voltage mapping techniques have allowed for detailed assessment of fibrotic remodelling prior to or at the time of procedure.",Magnetic Resonance Imaging,LABEL_0
39077090,"As an advanced imaging technique, cardiac magnetic resonance (CMR) has become the gold standard for assessing cardiac volume and function.",Magnetic Resonance Imaging,LABEL_0
39077090,"As an advanced imaging technique, cardiac magnetic resonance (CMR) has become the gold standard for assessing cardiac volume and function.",Cardiac Volume,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Dissection,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aortic Dissection,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aortic Dissection,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aneurysm,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aneurysm,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aortic Aneurysm,LABEL_0
39077089,Macrophage in Sporadic Thoracic Aortic Aneurysm and Dissection: Potential Therapeutic and Preventing Target.,Aortic Aneurysm,LABEL_0
39077089,"In this review, we first highlight the important role of inflammation and immune cell infiltration in TAAD.",Role,LABEL_0
39077088,Assessment of Right Ventricular-Arterial Coupling by Echocardiography in Patients with Right Ventricular Pressure and Volume Overload.,Echocardiography,LABEL_0
39077086,Left Bundle Branch Area Pacing Contributes to a Greater Acute Blood Pressure Reduction Compared to Right Ventricular Pacing.,Ventricular Pressure,LABEL_1
39077086,Left Bundle Branch Area Pacing Contributes to a Greater Acute Blood Pressure Reduction Compared to Right Ventricular Pacing.,Blood Pressure,LABEL_0
39077086,"Several previous studies have explored the potential arterial blood pressure (BP) changes in patients undergoing right ventricular pacing (RVP), however, the relationship between left bundle branch area pacing (LBBAP) and BP variations remains unknown.",Arterial Pressure,LABEL_0
39077086,"Several previous studies have explored the potential arterial blood pressure (BP) changes in patients undergoing right ventricular pacing (RVP), however, the relationship between left bundle branch area pacing (LBBAP) and BP variations remains unknown.",Blood Pressure,LABEL_0
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Disease,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Coronary Disease,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Coronary Artery Disease,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Coronary Occlusion,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Coronary Occlusion,LABEL_0
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Chronic Disease,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Ventricular Dysfunction,LABEL_1
39077085,The presence of a chronic total occlusion (CTO) and severe left ventricular (LV) systolic dysfunction are known negative prognostic factors in patients with coronary artery disease.,Ventricular Dysfunction,LABEL_0
39077085,"Several studies have examined the effect of CTO revascularization on mortality, symptoms, occurrence of myocardial infarction (MI), and cardiac function in patients with normal or reduced LV function.",Myocardial Infarction,LABEL_0
39077085,"Several studies have examined the effect of CTO revascularization on mortality, symptoms, occurrence of myocardial infarction (MI), and cardiac function in patients with normal or reduced LV function.",Infarction,LABEL_0
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Heart Failure,LABEL_0
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Heart Failure,LABEL_0
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Heart Failure,LABEL_1
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Atrial Function,LABEL_0
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Atrial Function,LABEL_1
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Atrial Fibrillation,LABEL_0
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Atrial Fibrillation,LABEL_1
39077085,"However, the effect of CTO revascularization on heart failure-related events in patients with LV dysfunction, such as heart failure hospitalization (HFH), the occurrence of atrial fibrillation (AF), and a worsening renal function (WRF), has not yet been evaluated.",Atrial Fibrillation,LABEL_0
39077083,"Percutaneous coronary intervention (PCI) is a widely used reperfusion strategy for coronary artery disease, with millions of procedures performed annually.",Coronary Artery Disease,LABEL_0
39077082,"The prognosis of patients with acute coronary syndrome (ACS) varies greatly, and risk assessment models can help clinicians to identify and manage high-risk patients.",Acute Coronary Syndrome,LABEL_0
39077081,Cardiovascular disease that is caused by atherosclerosis is the leading cause of death worldwide.,Death,LABEL_1
39077081,Cardiovascular disease that is caused by atherosclerosis is the leading cause of death worldwide.,Atherosclerosis,LABEL_1
39077081,It has been suggested that myeloperoxidase oxidized LDL (Mox-LDL) is involved in atherosclerosis because of its significant pathophysiological role in the modification of LDL,Role,LABEL_1
39077081,It has been suggested that myeloperoxidase oxidized LDL (Mox-LDL) is involved in atherosclerosis because of its significant pathophysiological role in the modification of LDL,Role,LABEL_0
39077081,It has been suggested that myeloperoxidase oxidized LDL (Mox-LDL) is involved in atherosclerosis because of its significant pathophysiological role in the modification of LDL,Role,LABEL_0
39077081,It has been suggested that myeloperoxidase oxidized LDL (Mox-LDL) is involved in atherosclerosis because of its significant pathophysiological role in the modification of LDL,Atherosclerosis,LABEL_1
39077081,It has been suggested that myeloperoxidase oxidized LDL (Mox-LDL) is involved in atherosclerosis because of its significant pathophysiological role in the modification of LDL,Atherosclerosis,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Heart Failure,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Death,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Cardiac,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Cardiovascular Diseases,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Heart Diseases,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Death,LABEL_0
39077079,"Arrhythmia and cardiac hypertrophy are two very common cardiovascular diseases that can lead to heart failure and even sudden death, thus presenting a serious threat to human life and health.",Death,LABEL_0
39077079,"According to global statistics, nearly one million people per year die from arrhythmia, cardiac hypertrophy and other associated cardiovascular diseases.",Cardiovascular Diseases,LABEL_1
39077079,"According to global statistics, nearly one million people per year die from arrhythmia, cardiac hypertrophy and other associated cardiovascular diseases.",Cardiovascular Diseases,LABEL_0
39077079,"According to global statistics, nearly one million people per year die from arrhythmia, cardiac hypertrophy and other associated cardiovascular diseases.",Hypertrophy,LABEL_0
39077079,Mitochondrial oxidative phosphorylation (OXPHOS) produces up to 90% of the ATP needed by cardiac muscle cells for contraction and relaxation.,Muscle Relaxation,LABEL_1
39077079,Mitochondrial oxidative phosphorylation (OXPHOS) produces up to 90% of the ATP needed by cardiac muscle cells for contraction and relaxation.,Muscle Contraction,LABEL_1
39077079,"Dysfunction of heart mitochondria can therefore induce arrhythmia, cardiac hypertrophy and other cardiovascular diseases.",Cardiovascular Diseases,LABEL_0
39077077,Intermediate Hyperglycemia Increases the Risk of All-Cause Mortality in Premature Coronary Artery Disease Patients Undergoing Percutaneous Coronary Intervention.,Hyperglycemia,LABEL_0
39077077,Hyperglycemia has been associated with an adverse prognosis in patients with premature coronary artery disease (CAD).,Hyperglycemia,LABEL_0
39077077,Hyperglycemia has been associated with an adverse prognosis in patients with premature coronary artery disease (CAD).,Coronary Artery Disease,LABEL_0
39077077,Hyperglycemia has been associated with an adverse prognosis in patients with premature coronary artery disease (CAD).,Prognosis,LABEL_0
39077075,Obstructive Sleep Apnea and Hypertensive Heart Disease: From Pathophysiology to Therapeutics.,Apnea,LABEL_0
39077075,Obstructive Sleep Apnea and Hypertensive Heart Disease: From Pathophysiology to Therapeutics.,Sleep,LABEL_1
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Hypercapnia,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Hypercapnia,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Hypercapnia,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Apnea,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Sleep,LABEL_1
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Sleep Apnea,LABEL_1
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Sleep Apnea,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Obstructive,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Airway Obstruction,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Airway Obstruction,LABEL_0
39077075,"Obstructive sleep apnea (OSA) is characterized by recurrent episodes of complete or partial obstruction of the upper airway that lead to intermittent hypoxemia, negative intrathoracic pressure, hypercapnia, and sleep disturbances.",Airway Obstruction,LABEL_0
39077075,"Interestingly, both OSA and HHD share similar underlying mechanisms including hypertension, left ventricular hypertrophy, myocardial fibrosis, oxidative stress, and inflammation, which ultimately contribute to the progression of HHD.",Hypertension,LABEL_0
39077073,Diabetes mellitus (DM) plays a key role in the pathophysiology of metabolic syndrome (MetS).,Role,LABEL_0
39077073,Diabetes mellitus (DM) plays a key role in the pathophysiology of metabolic syndrome (MetS).,Metabolic Syndrome,LABEL_0
39077073,Diabetes mellitus (DM) plays a key role in the pathophysiology of metabolic syndrome (MetS).,Diabetes Mellitus,LABEL_0
39077073,Diabetes mellitus (DM) plays a key role in the pathophysiology of metabolic syndrome (MetS).,Diabetes Mellitus,LABEL_0
39077073,Diabetes mellitus (DM) plays a key role in the pathophysiology of metabolic syndrome (MetS).,Syndrome,LABEL_0
39077073,"This study aimed to investigate the association among DM, low-attenuation plaque (LAP) volume, and cardiovascular outcomes across metabolic phenotypes in patients with suspected coronary artery disease (CAD) who underwent coronary computed tomography angiography (CCTA).",Coronary Disease,LABEL_0
39077073,"This study aimed to investigate the association among DM, low-attenuation plaque (LAP) volume, and cardiovascular outcomes across metabolic phenotypes in patients with suspected coronary artery disease (CAD) who underwent coronary computed tomography angiography (CCTA).",Coronary Artery Disease,LABEL_0
39077073,"This study aimed to investigate the association among DM, low-attenuation plaque (LAP) volume, and cardiovascular outcomes across metabolic phenotypes in patients with suspected coronary artery disease (CAD) who underwent coronary computed tomography angiography (CCTA).",Coronary Artery Disease,LABEL_0
39077073,"This study aimed to investigate the association among DM, low-attenuation plaque (LAP) volume, and cardiovascular outcomes across metabolic phenotypes in patients with suspected coronary artery disease (CAD) who underwent coronary computed tomography angiography (CCTA).",Computed Tomography Angiography,LABEL_0
