cui,term,semantic_type
C0238570,Right lower quadrant abdominal tenderness,T184
C0238570,"ABDOMINAL TENDERNESS, RIGHT LOWER QUADRANT",T184
C0238570,"Abdominal tenderness, right lower quadrant",T184
C0238571,Right upper quadrant abdominal tenderness,T184
C0238571,"ABDOMINAL TENDERNESS, RIGHT UPPER QUADRANT",T184
C0238571,"Abdominal tenderness, right upper quadrant",T184
C0238576,ABDOMINAL VEIN DISTENTION,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,Anal pain,T184
C0238637,pain anal,T184
C0238637,Pain anal,T184
C0238637,Pain;anal,T184
C0238637,ANAL PAIN,T184
C0238637,ANAL PAIN,T184
C0238637,Anal Pain,T184
C0238637,anal pain,T184
C0238637,anal pain,T184
C0238637,anal pain,T184
C0238637,Rectal pain,T184
C0238637,Anus pain,T184
C0238637,pain anus,T184
C0238637,pain; anus,T184
C0238637,anus pain,T184
C0238637,anus; pain,T184
C0238637,anus pains,T184
C0238637,Anal pain (finding),T184
C0238637,anal pain (symptom),T184
C0238656,Ankle pain,T184
C0238656,Ankle pain,T184
C0238656,Ankle pain,T184
C0238656,Ankle pain,T184
C0238656,pain ankle,T184
C0238656,PAIN ANKLE,T184
C0238656,Pain ankle,T184
C0238656,Pain;ankle,T184
C0238656,ANKLE PAIN,T184
C0238656,ANKLE PAIN,T184
C0238656,ankle pain,T184
C0238656,ankle pain,T184
C0238656,ankle pains,T184
C0238656,ankles pain,T184
C0238656,pain in ankle,T184
C0238656,Pain in ankle,T184
C0238656,Arthralgia of ankle,T184
C0238656,Arthralgia of ankle,T184
C0238656,arthralgia of ankle,T184
C0238656,Ankle arthralgia,T184
C0238656,Ankle joint pain,T184
C0238656,Ankle joint pain,T184
C0238656,"ankle; pain, joint",T184
C0238656,ankle; joint pain,T184
C0238656,ankle joint pain,T184
C0238656,arthralgia of ankle (diagnosis),T184
C0238656,ankle joint pain (symptom),T184
C0238656,Painful ankle,T184
C0238656,painful ankle,T184
C0238656,ankles painful,T184
C0238656,musculoskeletal ankle pain,T184
C0238656,Pain;musculoskeletal;ankle,T184
C0238656,Ankle joint pain (finding),T184
C0238656,Ankle pain (finding),T184
C0238659,ankle rash,T184
C0238659,ANKLE RASH,T184
C0238659,ankles rash,T184
C0238659,rash ankle,T184
C0238724,AXILLARY LYMPH NODE PAIN,T184
C0238725,AXILLARY LYMPH NODE TENDERNESS,T184
C0238738,Spasm of back muscles,T184
C0238738,spasm of back muscles,T184
C0238738,BACK MUSCLE SPASM,T184
C0238738,BACK MUSCLE SPASM,T184
C0238738,muscle spasm of back,T184
C0238738,muscle spasm of back,T184
C0238738,Muscle spasm of back,T184
C0238738,back muscle spasms,T184
C0238738,back muscles spasms,T184
C0238738,muscle spasm back,T184
C0238738,back muscle spasm,T184
C0238738,back muscle spasm,T184
C0238738,Back muscle spasms,T184
C0238738,muscle spasm of back (diagnosis),T184
C0238738,Spasm of back muscles (finding),T184
C0238738,muscle spasm of back (physical finding),T184
C0238740,severe back pain,T184
C0238740,"BACK PAIN, SEVERE",T184
C0238740,back pains severe,T184
C0238740,back pain severe,T184
C0238740,back severe pain,T184
C0238741,Upper back pain,T184
C0238741,Upper back pain,T184
C0238741,"BACK PAIN, UPPER",T184
C0238741,upper back pain,T184
C0238741,BACK PAIN UPPER BACK,T184
C0238742,back paresthesia,T184
C0238742,BACK PARESTHESIA,T184
C0238745,back tenderness,T184
C0238745,BACK TENDERNESS,T184
C0238745,tenderness back,T184
C0238746,"BACK TENDERNESS, LOWER",T184
C0238774,Sensation of bladder fullness,T184
C0238774,BLADDER FULLNESS SENSATION,T184
C0238807,Bone tenderness,T184
C0238807,Bone tenderness,T184
C0238807,Bone tenderness,T184
C0238807,tenderness bone,T184
C0238807,BONE TENDERNESS,T184
C0238807,bone tenderness,T184
C0238807,Bone tenderness (finding),T184
C0238807,bone tenderness (physical finding),T184
C0238807,bone tenderness was seen,T184
C0238822,BREAST MASS FIRMNESS,T184
C0238860,BURSAL PAIN,T184
C0238861,BURSAL TENDERNESS,T184
C0238865,BUTTOCK ANESTHESIA,T184
C0238871,BUTTOCK PARESTHESIA,T184
C0238872,BUTTOCK PRURITUS,T184
C0238883,CALF TENDERNESS,T184
C0238973,Pain in cheek,T184
C0238973,CHEEK PAIN,T184
C0238973,cheeks pain,T184
C0238973,cheek pain,T184
C0238973,cheek pain,T184
C0238973,pain in the cheek,T184
C0238973,Buccal region pain,T184
C0238973,Pain in cheek (finding),T184
C0238973,cheek pain (symptom),T184
C0238977,Cheek swelling,T184
C0238977,swelling cheek,T184
C0238977,CHEEK SWELLING,T184
C0238977,CHEEK SWELLING,T184
C0238977,cheek swelling,T184
C0238977,cheek swelling,T184
C0238977,Swollen Cheek,T184
C0238977,cheek swell,T184
C0238977,cheek swollen,T184
C0238977,cheeks swelling,T184
C0238977,cheeks swollen,T184
C0238977,swelling of cheek,T184
C0238977,swelling of cheek,T184
C0238977,swollen cheek,T184
C0238977,swollen cheek,T184
C0238977,buccal swellings,T184
C0238977,BUCCAL SWELLING,T184
C0238977,swelling of cheek (physical finding),T184
C0238977,swelling of cheek (symptom),T184
C0238995,sharp chest pain,T184
C0238995,sharp chest pain,T184
C0238995,sharp chest pain,T184
C0238995,"CHEST PAIN, SHARP",T184
C0238995,Sharp Chest Pain,T184
C0238995,chest pains sharp,T184
C0238995,chest pain sharp,T184
C0238995,sharp pain chest,T184
C0238995,sharp chest pain (symptom),T184
C0238995,"sharp, shooting, knifelike chest pain",T184
C0238997,Chest dull to percussion,T184
C0238997,Chest dull to percussion,T184
C0238997,Chest percussion dull,T184
C0238997,dullness of chest on percussion,T184
C0238997,CHEST PERCUSSION DULLNESS,T184
C0238997,PULMONARY PERCUSSION DULLNESS,T184
C0238997,Percussive dullness,T184
C0238997,Percussive dullness,T184
C0238997,"Dullness, percussive",T184
C0238997,Hyporesonance,T184
C0238997,Hyporesonance,T184
C0238997,Dull percussion note,T184
C0238997,Dull percussion note,T184
C0238997,Chest dull to percussion (finding),T184
C0238997,dullness of chest on percussion (physical finding),T184
C0239091,Conjunctival erythema,T184
C0239091,CONJUNCTIVAL ERYTHEMA,T184
C0239169,DELTOID PAIN,T184
C0239171,DENTAL ALVEOLAR PAIN,T184
C0239175,DENTURE PAIN,T184
C0239180,DIAPHRAGMATIC PAIN,T184
C0239181,Intermittent diarrhea,T184
C0239181,Intermittent diarrhea,T184
C0239181,Intermittent diarrhea,T184
C0239181,"DIARRHEA, INTERMITTENT",T184
C0239181,Diarrhea Intermittent,T184
C0239181,DIARRHEA INTERMITTENT,T184
C0239181,Intermittent diarrhoea,T184
C0239181,Intermittent diarrhea (finding),T184
C0239181,Episodic diarrhea,T184
C0239181,Episodic diarrhea,T184
C0239181,"Diarrhea, episodic",T184
C0239181,Episodic diarrhoea,T184
C0239182,Watery diarrhoea,T184
C0239182,"DIARRHEA, WATERY",T184
C0239182,"Diarrhea, watery",T184
C0239182,Watery diarrhea,T184
C0239182,Watery diarrhea,T184
C0239182,DIARRHEA WATERY,T184
C0239182,diarrhea watery,T184
C0239182,watery diarrhea,T184
C0239182,watery diarrhea,T184
C0239182,watery diarrhea (symptom),T184
C0239191,DISTAL INTERPHALANGEAL JOINT PAIN,T184
C0239191,DIP JOINT PAIN,T184
C0239206,Ear crackling,T184
C0239206,Ear crackling,T184
C0239206,crackling ear,T184
C0239206,EAR CRACKLING,T184
C0239206,EAR CRACKLING,T184
C0239206,ear crackling,T184
C0239206,crackling ears,T184
C0239214,EAR FULLNESS SENSATION,T184
C0239223,External ear pain,T184
C0239223,External ear pain,T184
C0239223,External ear pain,T184
C0239223,"EAR PAIN, EXTERNAL",T184
C0239223,External Ear Pain,T184
C0239223,external ear pain,T184
C0239223,external ear pain (symptom),T184
C0239230,EAR TENDERNESS,T184
C0239233,Early satiety,T184
C0239233,Early satiety,T184
C0239233,Early satiety,T184
C0239233,Early satiety,T184
C0239233,Early satiety,T184
C0239233,Early satiety,T184
C0239233,SATIETY EARLY,T184
C0239233,EARLY SATIETY,T184
C0239233,Early Satiety,T184
C0239233,early satiety,T184
C0239233,early satiety,T184
C0239233,Early satiety (fullness),T184
C0239233,Filling Up Quickly,T184
C0239233,Not able to finish a normal-sized meal,T184
C0239233,Feeling full quickly when eating,T184
C0239233,feeling full before finishing meals,T184
C0239233,feeling full before finishing meals (symptom),T184
C0239233,feeling full before finishing meals (early satiety),T184
C0239233,Early satiety (finding),T184
C0239266,Pain in elbow,T184
C0239266,Pain in elbow,T184
C0239266,Pain in elbow,T184
C0239266,Pain in elbow,T184
C0239266,Pain in elbow,T184
C0239266,pain in elbow,T184
C0239266,ELBOW PAIN,T184
C0239266,ELBOW PAIN,T184
C0239266,Elbow pain,T184
C0239266,Elbow pain,T184
C0239266,Elbow pain,T184
C0239266,Elbow pain,T184
C0239266,elbow pains,T184
C0239266,elbows pain,T184
C0239266,pain elbow,T184
C0239266,Pain in the elbows,T184
C0239266,Pain;elbow,T184
C0239266,elbow pain,T184
C0239266,elbow pain,T184
C0239266,musculoskeletal elbow pain,T184
C0239266,Pain;musculoskeletal;elbow,T184
C0239266,Pain in elbow (finding),T184
C0239266,Pain in unspecified elbow,T184
C0239272,Elbow stiff,T184
C0239272,Elbow stiff,T184
C0239272,stiff elbow,T184
C0239272,Stiff elbow,T184
C0239272,Stiff elbow,T184
C0239272,elbow stiff,T184
C0239272,Elbow stiffness,T184
C0239272,stiffness; elbow,T184
C0239272,Stiffness;elbow,T184
C0239272,ELBOW STIFFNESS,T184
C0239272,elbow stiffness,T184
C0239272,elbow; stiffness,T184
C0239272,stiffness in elbow,T184
C0239272,stiffness of elbow joint (diagnosis),T184
C0239272,Elbow stiff (finding),T184
C0239272,stiffness of elbow joint,T184
C0239272,stiffness in elbow joint,T184
C0239272,elbow joint stiffness,T184
C0239272,elbow joint stiffness (symptom),T184
C0239278,Epididymal pain,T184
C0239278,Epididymal pain,T184
C0239278,EPIDIDYMAL PAIN,T184
C0239278,Epididymal pain (finding),T184
C0239279,Epididymal tenderness,T184
C0239279,Epididymal tenderness,T184
C0239279,EPIDIDYMAL TENDERNESS,T184
C0239280,Epigastric abdominal tenderness,T184
C0239280,"Abdominal tenderness, epigastric",T184
C0239280,EPIGASTRIC ABDOMINAL TENDERNESS,T184
C0239284,EPIPHYSEAL PAIN,T184
C0239313,exercise induced,T184
C0239313,EXERCISE INDUCED,T184
C0239313,CAUSED BY EXERCISE,T184
C0239313,PRECIPITATED BY EXERCISE,T184
C0239313,exertional,T184
C0239313,EXERTIONAL,T184
C0239314,"EXOPHTHALMOS, UNILATERAL",T184
C0239325,Extensor Rigidity,T184
C0239325,EXTENSOR RIGIDITY,T184
C0239325,Extensor rigidity,T184
C0239325,"Rigidity, Extensor",T184
C0239325,Extensor rigidity of limb,T184
C0239325,Extensor rigidity of limb (finding),T184
C0239333,Clonus of limbs,T184
C0239333,EXTREMITY CLONUS,T184
C0239341,"EXTREMITY EDEMA, LOWER, UNILATERAL",T184
C0239341,LOWER EXTREMITY EDEMA UNILATERAL,T184
C0239341,"PEDAL EDEMA, UNILATERAL",T184
C0239341,PEDAL EDEMA UNILATERAL,T184
C0239375,Numbness of limbs,T184
C0239375,Numbness of limbs,T184
C0239375,Numbness of limbs,T184
C0239375,numbness of limbs,T184
C0239375,numbness of limbs,T184
C0239375,limb numbness,T184
C0239375,limbs numbness,T184
C0239375,numbness limbs,T184
C0239375,numbness limb,T184
C0239375,Numbness of extremities,T184
C0239375,Numbness of extremities,T184
C0239375,Numbness of extremities,T184
C0239375,numbness of extremities,T184
C0239375,EXTREMITY NUMBNESS,T184
C0239375,EXTREMITY NUMBNESS,T184
C0239375,extremities numbness,T184
C0239375,extremity numbness,T184
C0239375,numbness extremities,T184
C0239375,numbness extremity,T184
C0239375,Numbness in extremities,T184
C0239375,Numbness of limbs (finding),T184
C0239375,numbness of limbs (symptom),T184
C0239376,Pain of lower extremities,T184
C0239376,"EXTREMITY PAIN, LOWER",T184
C0239376,Lower extremity pain,T184
C0239376,extremities lower pain,T184
C0239376,lower extremity pain,T184
C0239376,lower extremity pain,T184
C0239376,Pain in the lower extremities,T184
C0239376,LOWER EXTREMITY PAIN,T184
C0239376,pain in lower extremities,T184
C0239376,pain in lower extremities (symptom),T184
C0239377,Arm Pain,T184
C0239377,Arm Pain,T184
C0239377,Pain;arm,T184
C0239377,ARM PAIN,T184
C0239377,Arm pain,T184
C0239377,Arm pain,T184
C0239377,arm pain,T184
C0239377,arm pain,T184
C0239377,"Arm pain, NOS",T184
C0239377,arm pains,T184
C0239377,arms pains,T184
C0239377,arms pain,T184
C0239377,pain in arm,T184
C0239377,pain in arm,T184
C0239377,Pain in arm,T184
C0239377,pain in the arms,T184
C0239377,Pain in upper extremities,T184
C0239377,"EXTREMITY PAIN, UPPER",T184
C0239377,upper extremity pain,T184
C0239377,UPPER EXTREMITY PAIN,T184
C0239377,Pain in upper limb,T184
C0239377,Pain in upper limb,T184
C0239377,Pain in upper limb,T184
C0239377,Pain in upper limb,T184
C0239377,Pain in upper limb NOS,T184
C0239377,upper limb pain,T184
C0239377,Pain of upper limb,T184
C0239377,Pain of upper limb,T184
C0239377,Upper limb pain,T184
C0239377,Upper limb pain,T184
C0239377,Forelimb painful,T184
C0239377,pain in arm (diagnosis),T184
C0239377,limb pain arm,T184
C0239377,Painful arm,T184
C0239377,painful arm,T184
C0239377,UPPER EXTREMITY PAIN MUSCULOSKELETAL,T184
C0239377,Forelimb pain,T184
C0239377,musculoskeletal arm pain,T184
C0239377,Pain;musculoskeletal;arm,T184
C0239377,Pain in upper limb (finding),T184
C0239385,Paresthesia of limbs,T184
C0239385,limb paresthesia,T184
C0239385,Paraesthesia of limbs,T184
C0239385,extremity paresthesia,T184
C0239385,EXTREMITY PARESTHESIA,T184
C0239385,EXTREMITY PARESTHESIA,T184
C0239385,extremities paresthesia,T184
C0239408,Tenderness in limb,T184
C0239408,Tenderness in limb,T184
C0239408,EXTREMITY TENDERNESS,T184
C0239408,Tenderness in limb (finding),T184
C0239430,Pain on eye movement,T184
C0239430,EYE MOVEMENT PAIN,T184
C0239430,eye movement pain,T184
C0239430,eye pain movement,T184
C0239430,Pain on movement of eye,T184
C0239430,pain with eye movement,T184
C0239430,Pain provoked by movement of eye,T184
C0239430,Pain on movement of eye (finding),T184
C0239430,pain with eye movement (symptom),T184
C0239431,severe eye pain,T184
C0239431,"EYE PAIN, SEVERE",T184
C0239431,eye pain severe,T184
C0239435,Tenderness eye,T184
C0239435,EYE TENDERNESS,T184
C0239435,Eye tenderness,T184
C0239435,TENDERNESS EYE,T184
C0239451,Eyelid burning sensation,T184
C0239451,EYELID BURNING SENSATION,T184
C0239456,EYELID HEAVINESS SENSATION,T184
C0239469,EYELID SCRATCHING SENSATION,T184
C0239470,tenderness on palpation of eyelid,T184
C0239470,tenderness of eyelid,T184
C0239470,EYELID TENDERNESS,T184
C0239470,tenderness on palpation of eyelid (physical finding),T184
C0239492,FACIAL FOLLICULAR TENDERNESS,T184
C0239511,Numbness of face,T184
C0239511,Numbness of face,T184
C0239511,of face numbness,T184
C0239511,numbness of face,T184
C0239511,face numbness,T184
C0239511,numbness face,T184
C0239511,Numbness in face,T184
C0239511,numbness in face,T184
C0239511,numbness in face,T184
C0239511,Numbness;face,T184
C0239511,Numbness facial,T184
C0239511,FACIAL NUMBNESS,T184
C0239511,Facial numbness,T184
C0239511,facial numbness,T184
C0239511,facial numbness,T184
C0239511,numbness facial,T184
C0239511,Numbness of face (finding),T184
C0239511,facial numbness (symptom),T184
C0239512,unilateral facial pain,T184
C0239512,"FACIAL PAIN, UNILATERAL",T184
C0239512,unilateral facial pain (symptom),T184
C0239512,facial pain occurring on one side only,T184
C0239512,one-sided facial pain,T184
C0239517,Facial paresthesia,T184
C0239517,Facial paresthesia,T184
C0239517,Facial paresthesia,T184
C0239517,FACIAL PARESTHESIA,T184
C0239517,FACIAL PARESTHESIA,T184
C0239517,facial paresthesia,T184
C0239517,Facial paraesthesia,T184
C0239517,Facial paraesthesia,T184
C0239517,Facial paraesthesia,T184
C0239517,facial paraesthesia,T184
C0239517,face paresthesias,T184
C0239517,FACE PARESTHESIA,T184
C0239517,Facial paresthesia (finding),T184
C0239518,"FACIAL PARESTHESIA, UNILATERAL",T184
C0239532,Facial tenderness,T184
C0239532,Facial tenderness,T184
C0239532,FACIAL TENDERNESS,T184
C0239532,Facial tenderness (finding),T184
C0239549,Fat intolerance,T184
C0239549,Fat intolerance,T184
C0239549,Fat intolerance,T184
C0239549,Intolerance;fat,T184
C0239549,intolerance; fat,T184
C0239549,fat; intolerance,T184
C0239549,fat intolerance,T184
C0239549,fat intolerance,T184
C0239549,fats intolerance,T184
C0239549,fatty food intolerance,T184
C0239549,fatty food intolerance,T184
C0239549,FATTY FOOD INTOLERANCE,T184
C0239549,Fatty food intolerance,T184
C0239549,fatty foods intolerance,T184
C0239549,intolerance to fatty foods,T184
C0239549,fatty food intolerance (history),T184
C0239575,Remittent fever,T184
C0239575,Remittent fever,T184
C0239575,Remittent fever,T184
C0239575,Remittent fever,T184
C0239575,"FEVER, REMITTENT",T184
C0239575,fever; remittent,T184
C0239575,remittent fever,T184
C0239575,remittent; fever,T184
C0239575,Remittent fever (finding),T184
C0239575,remittent fever (physical finding),T184
C0239586,FINGER HYPERESTHESIA,T184
C0239589,Pain in finger,T184
C0239589,Pain in finger,T184
C0239589,pain in finger,T184
C0239589,pain in finger,T184
C0239589,FINGER PAIN,T184
C0239589,FINGER PAIN,T184
C0239589,Finger pain,T184
C0239589,Finger pain,T184
C0239589,Finger pain,T184
C0239589,Finger pain,T184
C0239589,fingers pain,T184
C0239589,pain fingers,T184
C0239589,pain finger,T184
C0239589,pain in fingers,T184
C0239589,Pain in fingers,T184
C0239589,Pain;finger(s),T184
C0239589,finger pain,T184
C0239589,finger pain,T184
C0239589,pain in finger (diagnosis),T184
C0239589,limb pain finger,T184
C0239589,musculoskeletal finger pain,T184
C0239589,Pain;musculoskeletal;finger(s),T184
C0239589,Pain in finger (finding),T184
C0239591,Paresthesia of finger,T184
C0239591,FINGER PARESTHESIA,T184
C0239591,Paraesthesia of fingers,T184
C0239591,Paresthesia of fingers,T184
C0239591,Paraesthesia of finger,T184
C0239591,paresthesia of fingers,T184
C0239591,Paresthesia of finger (finding),T184
C0239591,paresthesia of fingers (symptom),T184
C0239596,Stiff finger,T184
C0239596,Stiff finger,T184
C0239596,stiff finger,T184
C0239596,fingers stiff,T184
C0239596,stiff fingers,T184
C0239596,Stiff fingers,T184
C0239596,Finger stiffness,T184
C0239596,stiffness; finger,T184
C0239596,FINGER STIFFNESS,T184
C0239596,finger stiffness,T184
C0239596,fingers stiffness,T184
C0239596,stiffness fingers,T184
C0239596,Fingers stiffness,T184
C0239596,finger(s); stiffness,T184
C0239596,stiffness in finger(s),T184
C0239596,Stiffness;finger(s),T184
C0239605,fingernail pain,T184
C0239605,FINGERNAIL PAIN,T184
C0239605,fingernails pain,T184
C0239610,FINGERTIP TENDERNESS,T184
C0239649,Numbness of foot,T184
C0239649,Numbness of foot,T184
C0239649,numbness of foot,T184
C0239649,numbness of foot,T184
C0239649,FOOT NUMBNESS,T184
C0239649,feet numbness,T184
C0239649,numbness feet,T184
C0239649,numbness foot,T184
C0239649,numbness in feet,T184
C0239649,Numbness in feet,T184
C0239649,numbness in foot,T184
C0239649,Numbness;foot,T184
C0239649,foot numbness,T184
C0239649,foot numbness,T184
C0239649,Numbness of foot (finding),T184
C0239649,numbness of foot (symptom),T184
C0239653,Pruritus on foot,T184
C0239653,FOOT PRURITUS,T184
C0239653,Itchy feet,T184
C0239653,Itchy feet,T184
C0239653,Itchy foot,T184
C0239664,FOREARM HYPERESTHESIA,T184
C0239667,Pain in forearm,T184
C0239667,Pain in forearm,T184
C0239667,pain in forearm,T184
C0239667,FOREARM PAIN,T184
C0239667,FOREARM PAIN,T184
C0239667,pain forearm,T184
C0239667,forearm pain,T184
C0239667,forearm pain,T184
C0239667,pain in forearm (diagnosis),T184
C0239667,"Pain in limb, forearm",T184
C0239667,limb pain forearm,T184
C0239667,forearm pain (symptom),T184
C0239667,Pain in unspecified forearm,T184
C0239667,Pain in forearm (finding),T184
C0239668,FOREARM PARESTHESIA,T184
C0239682,FOREHEAD TENDERNESS,T184
C0239724,genital numbness,T184
C0239724,GENITAL NUMBNESS,T184
C0239725,Genital pain,T184
C0239725,Genital pain,T184
C0239725,Genital pain,T184
C0239725,pain genital,T184
C0239725,GENITAL PAIN,T184
C0239725,genital pain,T184
C0239725,Genital pain NOS,T184
C0239725,genitals pain,T184
C0239730,GENITAL TENDERNESS,T184
C0239739,Tenderness of gums,T184
C0239739,Tenderness of gums,T184
C0239739,gum tenderness,T184
C0239739,Gingival pain,T184
C0239739,Gingival pain,T184
C0239739,Gingival pain,T184
C0239739,Gingival pain,T184
C0239739,GINGIVAL PAIN,T184
C0239739,GINGIVAL PAIN,T184
C0239739,Gingival Pain,T184
C0239739,gingival pain,T184
C0239739,Gingival tenderness,T184
C0239739,Gingival tenderness,T184
C0239739,GINGIVAL TENDERNESS,T184
C0239739,Gum pain,T184
C0239739,Gum pain,T184
C0239739,Gum pain,T184
C0239739,PAIN GUM,T184
C0239739,Pain gum,T184
C0239739,GUM PAIN,T184
C0239739,gum pain,T184
C0239739,gums pain,T184
C0239739,Pain;gums,T184
C0239739,pain in the gums,T184
C0239739,pain in the gums,T184
C0239739,Gingivalgia,T184
C0239739,Painful gums,T184
C0239739,Painful gums,T184
C0239739,gums painful,T184
C0239739,painful gums,T184
C0239739,painful gums,T184
C0239739,Sore gums,T184
C0239739,Sore gums,T184
C0239739,Sore gums,T184
C0239739,gums sore,T184
C0239739,sore gums,T184
C0239739,gum sore,T184
C0239739,gums sores,T184
C0239739,sore gum,T184
C0239739,Sore gums - symptom,T184
C0239739,Soreness gum,T184
C0239739,gum soreness,T184
C0239739,SORENESS GUM,T184
C0239739,Painful gingivae,T184
C0239739,Ache gum,T184
C0239739,gum ache,T184
C0239739,ache gums,T184
C0239739,aches gum,T184
C0239739,Tender gum,T184
C0239739,Sore gums (finding),T184
C0239739,Tenderness of gums (finding),T184
C0239739,painful gums (symptom),T184
C0239749,glans penis pain,T184
C0239749,GLANS PENIS PAIN,T184
C0239749,glans pain penis,T184
C0239749,pain glans penis,T184
C0239749,penis glans pain,T184
C0239762,GONADAL PAIN,T184
C0239771,GREAT TOE MOVEMENT PAIN,T184
C0239772,GREAT TOE PAIN,T184
C0239775,GREATER TUBEROSITY TENDERNESS,T184
C0239779,Grimaces,T184
C0239779,Grimaces,T184
C0239779,Grimaces,T184
C0239779,Grimaces,T184
C0239779,GRIMACING,T184
C0239779,Grimace,T184
C0239779,Grimace,T184
C0239779,Grimace,T184
C0239779,Grimacing,T184
C0239779,Grimacing,T184
C0239779,Grimacing,T184
C0239779,Grimacing,T184
C0239779,Grimacing,T184
C0239779,Grimacing,T184
C0239779,grimace,T184
C0239779,grimacing,T184
C0239779,Grimacing NOS,T184
C0239779,Grimaces (disorder),T184
C0239781,GROIN HEAVINESS SENSATION,T184
C0239783,Inguinal pain,T184
C0239783,Inguinal pain,T184
C0239783,Inguinal pain,T184
C0239783,Inguinal pain,T184
C0239783,INGUINAL PAIN,T184
C0239783,inguinal pain,T184
C0239783,inguinal pain,T184
C0239783,Groin pain,T184
C0239783,Groin pain,T184
C0239783,Groin pain,T184
C0239783,Groin pain,T184
C0239783,Groin pain,T184
C0239783,Groin pain,T184
C0239783,PAIN GROIN,T184
C0239783,PAIN GROIN,T184
C0239783,Pain groin,T184
C0239783,Pain;groin,T184
C0239783,pain; groin,T184
C0239783,GROIN PAIN,T184
C0239783,Groin Pain,T184
C0239783,groin; pain,T184
C0239783,groin pain,T184
C0239783,groin pain,T184
C0239783,groin pain,T184
C0239783,groin pains,T184
C0239783,Inguinodynia,T184
C0239783,inguinodynia,T184
C0239783,Inguinal region painful,T184
C0239783,Inguinal pain (finding),T184
C0239783,groin pain (symptom),T184
C0239814,burning sensation of hands,T184
C0239814,HAND BURNING SENSATION,T184
C0239814,burning hand sensation,T184
C0239814,burning hands sensation,T184
C0239814,burning sensation hand,T184
C0239814,hand burning sensation,T184
C0239814,burning sensation of hands (symptom),T184
C0239819,Edema of hand,T184
C0239819,Edema of hand,T184
C0239819,edema of hand,T184
C0239819,edema of hand,T184
C0239819,HAND EDEMA,T184
C0239819,HAND EDEMA,T184
C0239819,Oedema of hand,T184
C0239819,Oedema of hand,T184
C0239819,edema hands,T184
C0239819,edema hand,T184
C0239819,hand edema,T184
C0239819,hands edema,T184
C0239819,Edema hands,T184
C0239819,Oedema hands,T184
C0239819,Hand edema,T184
C0239819,edema of hand (physical finding),T184
C0239819,Edema of hand (finding),T184
C0239828,HAND MOVEMENT PAIN,T184
C0239832,Numbness of hand,T184
C0239832,Numbness of hand,T184
C0239832,numbness of hand,T184
C0239832,numbness of hand,T184
C0239832,HAND NUMBNESS,T184
C0239832,hands numbness,T184
C0239832,Numbness in hand,T184
C0239832,numbness in hand,T184
C0239832,numbness in hand,T184
C0239832,Numbness;hand,T184
C0239832,hand numbness,T184
C0239832,hand numbness,T184
C0239832,Numbness of hand (finding),T184
C0239832,numbness of hand (symptom),T184
C0239833,Hand pain,T184
C0239833,Hand pain,T184
C0239833,Hand pain,T184
C0239833,Hand pain,T184
C0239833,Pain;hand,T184
C0239833,HAND PAIN,T184
C0239833,HAND PAIN,T184
C0239833,hand pain,T184
C0239833,hand pain,T184
C0239833,hand pain,T184
C0239833,Pain in hand,T184
C0239833,Pain in hand,T184
C0239833,hands pain,T184
C0239833,pain in hand,T184
C0239833,pain in hand,T184
C0239833,pain in the hands,T184
C0239833,Painful hand,T184
C0239833,Painful hand,T184
C0239833,Painful hand,T184
C0239833,painful hand,T184
C0239833,pain in hand (diagnosis),T184
C0239833,musculoskeletal hand pain,T184
C0239833,HAND PAIN MUSCULOSKELETAL,T184
C0239833,Pain;musculoskeletal;hand,T184
C0239833,"Pain in limb, hand",T184
C0239833,limb pain hand,T184
C0239833,Hand pain (finding),T184
C0239833,hand pain (symptom),T184
C0239836,Paresthesia of hand,T184
C0239836,Paresthesia of hand,T184
C0239836,HAND PARESTHESIA,T184
C0239836,HAND PARESTHESIA,T184
C0239836,hand paresthesias,T184
C0239836,hand paresthesia,T184
C0239836,hands paresthesias,T184
C0239836,paresthesia hand,T184
C0239836,Paraesthesia of hand,T184
C0239836,Paraesthesia of hand,T184
C0239836,Paraesthesia hand,T184
C0239836,Paresthesia hand,T184
C0239836,Hand paresthesia,T184
C0239836,Paresthesia of hand (finding),T184
C0239836,tingling of hands (symptom),T184
C0239836,Hand tingling,T184
C0239836,tingling of hands,T184
C0239842,Tremor of hands,T184
C0239842,Tremor of hands,T184
C0239842,Tremor of hands,T184
C0239842,tremor of hands,T184
C0239842,HAND TREMOR,T184
C0239842,HAND TREMOR,T184
C0239842,hand tremors,T184
C0239842,hand tremor,T184
C0239842,hands tremors,T184
C0239842,hands tremor,T184
C0239842,tremor hands,T184
C0239842,tremor hand,T184
C0239842,Tremors (in hands),T184
C0239842,Tremor of hand,T184
C0239842,Hand tremors,T184
C0239842,Hand tremors,T184
C0239842,tremors in hands,T184
C0239842,Hand tremor,T184
C0239842,Hand tremor,T184
C0239842,Hand tremor,T184
C0239882,Head tremor,T184
C0239882,Head tremor,T184
C0239882,Head tremor,T184
C0239882,Head tremor,T184
C0239882,Head tremor,T184
C0239882,tremor head,T184
C0239882,HEAD TREMOR,T184
C0239882,head tremor,T184
C0239882,head tremors,T184
C0239882,Head tremor (finding),T184
